source,m_target,m_actual,E,T,sigma_E,lc,Delta,formed_prob,branches,tortuosity,neck_nm,E50,wE,fit_ok,E_norm,E_hat
mE,0.0,-0.0135461687382062,0.105,700.0,0.1775616896271228,0.0812770124292373,2.9437107648854077,1.0,77.0,38.29710144927536,3.0434782608695654,0.04617365790798732,0.011911280671811431,True,2.274023864629461,4.938708415395483
mE,0.25,0.2340469646915191,0.055,700.0,0.1378715463555265,1.404281788149115,2.2857067649584137,0.375,63.5,45.65217391304347,3.0434782608695654,0.06095598208204097,0.01902481956334012,True,0.9022904417481982,-0.3130637881852951
mE,0.25,0.2327489663706319,0.06,700.0,0.1381051860532862,1.3964937982237913,2.289580166337079,0.625,68.0,41.84782608695652,3.0434782608695654,0.06095598208204097,0.01902481956334012,True,0.9843168455434889,-0.05024920624651296
mE,0.25,0.2340820117000689,0.065,700.0,0.1378652378939876,1.4044920702004138,2.2856021799762534,0.6875,64.5,55.73715415019762,3.0434782608695654,0.06095598208204097,0.01902481956334012,True,1.0663432493387797,0.21256537569226955
mE,0.25,0.2347266078811337,0.07,700.0,0.1377492105813959,1.4083596472868023,2.283678618368937,0.25,78.5,52.39855072463768,3.0434782608695654,0.06095598208204097,0.01902481956334012,True,1.1483696531340706,0.47537995763105206
mE,0.25,0.2366517672920514,0.075,700.0,0.1374026818874307,1.4199106037523086,2.2779336840370488,0.78125,68.0,36.52173913043478,3.0434782608695654,0.06095598208204097,0.01902481956334012,True,1.230396056929361,0.7381945395698338
mE,0.25,0.2340557706502768,0.08,700.0,0.1378699612829501,1.4043346239016614,2.28568048679438,0.75,68.5,40.528985507246375,3.0434782608695654,0.06095598208204097,0.01902481956334012,True,1.312422460724652,1.0010091215086163
mE,0.25,0.2385943617940035,0.085,700.0,0.1370530148770793,1.431566170764021,2.2721367210510683,0.71875,81.0,36.66666666666666,3.0434782608695654,0.06095598208204097,0.01902481956334012,True,1.3944488645199427,1.263823703447399
mE,0.25,0.2373051694318739,0.09,700.0,0.1372850695022627,1.4238310165912438,2.275983844265699,0.90625,66.0,40.07246376811594,3.0434782608695654,0.06095598208204097,0.01902481956334012,True,1.4764752683152333,1.5266382853861806
mE,0.25,0.2346829317403073,0.095,700.0,0.1377570722867446,1.408097590441844,2.283808953841156,0.84375,75.0,41.99999999999999,3.0434782608695654,0.06095598208204097,0.01902481956334012,True,1.558501672110524,1.7894528673249632
mE,0.25,0.2321218052806014,0.1,700.0,0.1382180750494917,1.392730831683609,2.2914516992903025,0.875,74.5,41.84782608695651,3.0434782608695654,0.06095598208204097,0.01902481956334012,True,1.640528075905815,2.052267449263746
mE,0.25,0.2334198036014887,0.105,700.0,0.137984435351732,1.4005188216089324,2.287578297911637,0.96875,74.0,37.90513833992095,3.0434782608695654,0.06095598208204097,0.01902481956334012,True,1.7225544797011056,2.3150820312025275
mE,0.5,0.4991198456715698,0.055,700.0,0.0901584277791174,2.994719074029419,1.4946936749468234,0.40625,58.0,31.956521739130437,3.0434782608695654,0.058989466668357866,0.026648951963316205,True,0.9323698467933796,-0.14970444893478713
mE,0.5,0.4978146853146853,0.06,700.0,0.0903933566433566,2.986888111888112,1.498588448803141,0.625,63.5,44.384057971014485,3.0434782608695654,0.058989466668357866,0.026648951963316205,True,1.0171307419564142,0.03792019037120814
mE,0.5,0.4995569086086328,0.065,700.0,0.0900797564504461,2.9973414516517964,1.4933894204221905,0.53125,78.0,53.26086956521739,3.0434782608695654,0.058989466668357866,0.026648951963316205,True,1.1018916371194487,0.22554482967720366
mE,0.5,0.4999820385094358,0.07,700.0,0.0900032330683015,2.9998922310566147,1.4921207756809889,0.5,68.0,40.57971014492753,3.0434782608695654,0.058989466668357866,0.026648951963316205,True,1.1866525322824832,0.4131694689831992
mE,0.5,0.4969405594405594,0.075,700.0,0.0905506993006993,2.9816433566433567,1.5011969578524065,0.6875,73.0,36.01449275362319,3.0434782608695654,0.058989466668357866,0.026648951963316205,True,1.2714134274455178,0.6007941082891942
mE,0.5,0.5012811704120159,0.08,700.0,0.0897693893258371,3.007687022472096,1.4882439915422525,0.65625,68.0,35.02983802216538,3.0434782608695654,0.058989466668357866,0.026648951963316205,True,1.3561743226085523,0.7884187475951897
mE,0.5,0.4986827827345069,0.085,700.0,0.0902370991077887,2.992096696407041,1.4959979294714565,0.71875,81.0,41.086956521739125,3.0434782608695654,0.058989466668357866,0.026648951963316205,True,1.4409352177715868,0.9760433869011853
mE,0.5,0.4995569086086328,0.09,700.0,0.0900797564504461,2.9973414516517964,1.4933894204221905,0.9375,70.5,35.2536231884058,3.0434782608695654,0.058989466668357866,0.026648951963316205,True,1.5256961129346212,1.1636680262071804
mE,0.5,0.4986767542802026,0.095,700.0,0.0902381842295635,2.9920605256812154,1.4960159191890374,0.84375,85.0,36.52173913043477,3.0434782608695654,0.058989466668357866,0.026648951963316205,True,1.610457008097656,1.3512926655131758
mE,0.5,0.4991138172172655,0.1,700.0,0.0901595129008922,2.994682903303593,1.4947116646644043,0.625,78.5,42.30629877369007,3.0434782608695654,0.058989466668357866,0.026648951963316205,True,1.6952179032606904,1.5389173048191713
mE,0.5,0.4982517482517482,0.105,700.0,0.0903146853146853,2.9895104895104896,1.497284194278508,0.875,81.0,40.07246376811594,3.0434782608695654,0.058989466668357866,0.026648951963316205,True,1.7799787984237248,1.7265419441251664
mE,0.75,0.7433130699088146,0.055,700.0,0.0462036474164133,4.459878419452887,0.765988285886924,0.4375,66.5,44.2391304347826,3.0434782608695654,0.07401076441819776,0.06592055557336436,True,0.7431351430073407,-0.28838901997784716
mE,0.75,0.7428571428571429,0.06,700.0,0.0462857142857142,4.457142857142857,0.7673488334639877,0.5625,74.5,48.15856777493606,3.0434782608695654,0.07401076441819776,0.06592055557336436,True,0.8106928832807353,-0.2125401446686063
mE,0.75,0.7435410334346505,0.065,700.0,0.0461626139817629,4.461246200607903,0.7653080120983922,0.5,76.5,43.63043478260869,3.0434782608695654,0.07401076441819776,0.06592055557336436,True,0.87825062355413,-0.13669126935936532
mE,0.75,0.7437657862066013,0.07,700.0,0.0461221584828117,4.462594717239607,0.7646373196308255,0.40625,76.0,54.34782608695652,3.0434782608695654,0.07401076441819776,0.06592055557336436,True,0.9458083638275246,-0.06084239405012433
mE,0.75,0.7435410334346505,0.075,700.0,0.0461626139817629,4.461246200607903,0.7653080120983922,0.375,74.5,54.02173913043478,3.0434782608695654,0.07401076441819776,0.06592055557336436,True,1.0133661041009192,0.015006481259116444
mE,0.75,0.7439937497324371,0.08,700.0,0.0460811250481613,4.463962498394623,0.7639570458422936,0.46875,79.0,45.65217391304349,3.0434782608695654,0.07401076441819776,0.06592055557336436,True,1.0809238443743139,0.09085535656835743
mE,0.75,0.7439969604863221,0.085,700.0,0.046080547112462,4.463981762917933,0.7639474645213284,0.5,86.5,33.858695652173914,3.0434782608695654,0.07401076441819776,0.06592055557336436,True,1.1484815846477086,0.16670423187759842
mE,0.75,0.7435378226807654,0.09,700.0,0.0461631919174622,4.461226936084593,0.7653175934193573,0.59375,78.0,42.60869565217391,3.0434782608695654,0.07401076441819776,0.06592055557336436,True,1.216039324921103,0.2425531071868392
mE,0.75,0.7428571428571429,0.095,700.0,0.0462857142857142,4.457142857142857,0.7673488334639877,0.71875,87.0,47.681159420289845,3.0434782608695654,0.07401076441819776,0.06592055557336436,True,1.2835970651944977,0.3184019824960802
mE,0.75,0.7435410334346505,0.1,700.0,0.0461626139817629,4.461246200607903,0.7653080120983922,0.59375,81.0,52.97101449275362,3.0434782608695654,0.07401076441819776,0.06592055557336436,True,1.3511548054678924,0.39425085780532115
mE,0.75,0.7430851063829788,0.105,700.0,0.0462446808510638,4.458510638297873,0.7666685596754559,0.59375,82.0,39.56521739130434,3.0434782608695654,0.07401076441819776,0.06592055557336436,True,1.4187125457412868,0.47009973311456194
mE,0.9,0.8958031837916063,0.055,700.0,0.0187554269175108,5.374819102749638,0.310937298654004,0.25,58.0,44.05434782608695,3.0434782608695654,0.09508749485383536,0.032292893818116696,True,0.5784146494188723,-1.2413720207182486
mE,0.9,0.8958967513348969,0.06,700.0,0.0187385847597185,5.375380508009381,0.3106580805338046,0.46875,65.0,46.41304347826087,3.0434782608695654,0.09508749485383536,0.032292893818116696,True,0.6309977993660425,-1.0865391950148136
mE,0.9,0.8958967513348969,0.065,700.0,0.0187385847597185,5.375380508009381,0.3106580805338046,0.25,72.5,49.54298418972331,3.0434782608695654,0.09508749485383536,0.032292893818116696,True,0.6835809493132127,-0.9317063693113782
mE,0.9,0.8959903188781875,0.07,700.0,0.0187217426019262,5.375941913269124,0.3103788624136053,0.25,73.0,47.93478260869565,3.0434782608695654,0.09508749485383536,0.032292893818116696,True,0.736164099260383,-0.7768735436079429
mE,0.9,0.8959903188781875,0.075,700.0,0.0187217426019262,5.375941913269124,0.3103788624136053,0.34375,77.0,50.21739130434782,3.0434782608695654,0.09508749485383536,0.032292893818116696,True,0.788747249207553,-0.6220407179045081
mE,0.9,0.8959903188781875,0.08,700.0,0.0187217426019262,5.375941913269124,0.3103788624136053,0.21875,66.0,49.54106280193236,3.0434782608695654,0.09508749485383536,0.032292893818116696,True,0.8413303991547233,-0.46720789220107284
mE,0.9,0.8959903188781875,0.085,700.0,0.0187217426019262,5.375941913269124,0.3103788624136053,0.34375,70.0,44.56521739130434,3.0434782608695654,0.09508749485383536,0.032292893818116696,True,0.8939135491018936,-0.3123750664976376
mE,0.9,0.8958967513348969,0.09,700.0,0.0187385847597185,5.375380508009381,0.3106580805338046,0.5,83.5,57.97826086956521,3.0434782608695654,0.09508749485383536,0.032292893818116696,True,0.9464966990490636,-0.15754224079420273
mE,0.9,0.8958031837916063,0.095,700.0,0.0187554269175108,5.374819102749638,0.310937298654004,0.53125,86.0,36.52173913043478,3.0434782608695654,0.09508749485383536,0.032292893818116696,True,0.9990798489962339,-0.002709415090767474
mE,0.9,0.8958967513348969,0.1,700.0,0.0187385847597185,5.375380508009381,0.3106580805338046,0.4375,86.5,60.24703557312253,3.0434782608695654,0.09508749485383536,0.032292893818116696,True,1.051662998943404,0.1521234106126678
mE,0.9,0.8959903188781875,0.105,700.0,0.0187217426019262,5.375941913269124,0.3103788624136053,0.75,89.5,38.04347826086956,3.0434782608695654,0.09508749485383536,0.032292893818116696,True,1.1042461488905744,0.30695623631610264
