source,m_target,m_actual,E,T,sigma_E,lc,Delta,formed_prob,branches,tortuosity,neck_nm,E50,wE,fit_ok,E_norm,E_hat
mE,0.0,-0.0152348498255057,0.055,700.0,0.1772577270314089,0.0914090989530345,2.9386715136426163,0.71875,56.0,57.369565217391305,3.0434782608695654,0.04617365790798732,0.011911280671811431,True,1.1911553576630511,0.7410069777719712
mE,0.0,-0.0152348498255057,0.06,700.0,0.1772577270314089,0.0914090989530345,2.9386715136426163,0.6875,62.0,41.59420289855072,3.0434782608695654,0.04617365790798732,0.011911280671811431,True,1.2994422083596922,1.1607771215343223
mE,0.0,-0.0127184055612511,0.065,700.0,0.1777106869989748,0.0763104333675069,2.946180921417377,0.78125,62.0,37.53623188405796,3.0434782608695654,0.04617365790798732,0.011911280671811431,True,1.4077290590563332,1.5805472652966739
mE,0.0,-0.0160847894443786,0.07,700.0,0.1771047379000118,0.096508736666272,2.936135179628506,1.0,59.5,43.70772946859903,3.0434782608695654,0.04617365790798732,0.011911280671811431,True,1.5160159097529742,2.0003174090590257
mE,0.0,-0.0135461687382062,0.075,700.0,0.1775616896271228,0.0812770124292373,2.9437107648854077,0.96875,61.0,48.69565217391303,3.0434782608695654,0.04617365790798732,0.011911280671811431,True,1.624302760449615,2.420087552821376
mE,0.0,-0.0127296037116974,0.08,700.0,0.1777086713318944,0.0763776222701845,2.946147504631948,0.84375,63.0,41.99999999999999,3.0434782608695654,0.04617365790798732,0.011911280671811431,True,1.7325896111462562,2.8398576965837274
mE,0.0,-0.0143849102066328,0.085,700.0,0.1774107161628061,0.0863094612397971,2.9412078476567265,0.96875,77.0,43.74999999999999,3.0434782608695654,0.04617365790798732,0.011911280671811431,True,1.8408764618428972,3.259627840346079
mE,0.0,-0.0160847894443786,0.09,700.0,0.1771047379000118,0.096508736666272,2.936135179628506,0.96875,68.0,36.52173913043477,3.0434782608695654,0.04617365790798732,0.011911280671811431,True,1.949163312539538,3.6793979841084297
mE,0.0,-0.0177512940897603,0.095,700.0,0.1768047670638431,0.1065077645385622,2.931162105867855,1.0,69.5,41.34057971014492,3.0434782608695654,0.04617365790798732,0.011911280671811431,True,2.057450163236179,4.099168127870781
mE,0.0,-0.0093853962704877,0.1,700.0,0.1783106286713122,0.0563123776229264,2.95612706893868,0.96875,69.0,45.65217391304347,3.0434782608695654,0.04617365790798732,0.011911280671811431,True,2.1657370139328203,4.518938271633133
