m_target,n_points,fit_ok,a,b,rmse,E50,wE
0.0,11,True,-3.8764646036138926,83.95402875247025,0.058206730057881816,0.04617365790798732,0.011911280671811431
0.25,11,True,-3.2040241895119004,52.56291638775646,0.13471831557565359,0.06095598208204097,0.01902481956334012
0.5,11,True,-2.2135754813007362,37.524927861199075,0.09701579600674202,0.058989466668357866,0.026648951963316205
0.75,11,True,-1.1227266483794973,15.169775061848183,0.07574112930699725,0.07401076441819776,0.06592055557336436
0.9,11,True,-2.9445331034560347,30.966565140687024,0.10857199796166166,0.09508749485383536,0.032292893818116696
