zone_tag,source,m_target,m_actual,E,T,sigma_E,lc,Delta,formed_prob,branches,tortuosity,zmax
z<=19,mE,0.75,0.7474348855564326,0.105,700.0,0.04546172059984214,4.484609313338595,0.7536882342187725,0.75,87.0,39.56521739130434,19.0
z<=19,mE,0.75,0.7456149607926278,0.115,700.0,0.04578930705732699,4.4736897647557665,0.7591191342251529,0.75,74.0,47.17391304347826,19.0
z<=19,mE,0.75,0.7474348855564326,0.125,700.0,0.04546172059984214,4.484609313338595,0.7536882342187725,1.0,88.0,45.76086956521739,19.0
z<=22,mE,0.25,0.249087686372641,0.045,700.0,0.13516421645292462,1.494526118235846,2.2408232307054927,0.0,,,22.0
z<=22,mE,0.25,0.2517985611510791,0.055,700.0,0.13467625899280575,1.5107913669064748,2.2327336161542095,0.0,,,22.0
z<=22,mE,0.25,0.2544707091469681,0.065,700.0,0.13419527235354572,1.5268242548818087,2.224759567525087,0.25,107.0,45.14492753623187,22.0
z<=22,mE,0.25,0.2544707091469681,0.075,700.0,0.13419527235354572,1.5268242548818087,2.224759567525087,0.0,,,22.0
z<=22,mE,0.25,0.2544707091469681,0.085,700.0,0.13419527235354572,1.5268242548818087,2.224759567525087,0.25,94.0,64.67391304347825,22.0
z<=22,mE,0.25,0.2571428571428571,0.095,700.0,0.1337142857142857,1.5428571428571427,2.216785518895965,1.0,83.5,39.71739130434783,22.0
z<=22,mE,0.25,0.25175983436853,0.105,700.0,0.1346832298136646,1.5105590062111802,2.2328491820763707,0.25,76.0,45.434782608695656,22.0
z<=22,mE,0.25,0.2544707091469681,0.115,700.0,0.13419527235354572,1.5268242548818087,2.224759567525087,1.0,64.0,30.517786561264817,22.0
z<=22,mE,0.25,0.24900938477580814,0.125,700.0,0.13517831074035452,1.4940563086548488,2.2410568931904464,1.0,77.0,33.85869565217391,22.0
z<=22,mE,0.5,0.4982014388489209,0.045,700.0,0.09032374100719423,2.9892086330935252,1.4974343242957318,0.25,63.0,44.13043478260869,22.0
z<=22,mE,0.5,0.49457825044312376,0.055,700.0,0.09097591492023771,2.9674695026587425,1.5082464052825433,0.0,,,22.0
z<=22,mE,0.5,0.49272698629417633,0.065,700.0,0.09130914246704826,2.956361917765058,1.5137708262247096,0.25,73.0,57.826086956521735,22.0
z<=22,mE,0.5,0.49457825044312376,0.075,700.0,0.09097591492023771,2.9674695026587425,1.5082464052825433,0.75,87.0,38.04347826086956,22.0
z<=22,mE,0.5,0.49272698629417633,0.085,700.0,0.09130914246704826,2.956361917765058,1.5137708262247096,0.5,76.0,60.20213577421815,22.0
z<=22,mE,0.5,0.49272698629417633,0.095,700.0,0.09130914246704826,2.956361917765058,1.5137708262247096,0.75,68.0,30.43478260869564,22.0
z<=22,mE,0.5,0.49457825044312376,0.105,700.0,0.09097591492023771,2.9674695026587425,1.5082464052825433,0.75,86.0,38.04347826086956,22.0
z<=22,mE,0.5,0.49640287769784175,0.115,700.0,0.09064748201438848,2.9784172661870505,1.5028014724114869,0.75,102.0,50.72463768115942,22.0
