task,scheme,mask_mode,profile,lattice_tag,m_target,E,T,n_runs,n_formed,p_form,p_form_lo,p_form_hi,log10_t_set_med,log10_t_set_lo,log10_t_set_hi,neck_nm_crit_med,neck_nm_crit_lo,neck_nm_crit_hi,tortuosity_nm_crit_med,tortuosity_nm_crit_lo,tortuosity_nm_crit_hi,branches_crit_med,branches_crit_lo,branches_crit_hi,neck_nm_lrs_med,neck_nm_lrs_lo,neck_nm_lrs_hi,tortuosity_nm_lrs_med,tortuosity_nm_lrs_lo,tortuosity_nm_lrs_hi,branches_lrs_med,branches_lrs_lo,branches_lrs_hi,bottom_contact_frac_lrs_med,bottom_contact_frac_lrs_lo,bottom_contact_frac_lrs_hi,top_contact_frac_lrs_med,top_contact_frac_lrs_lo,top_contact_frac_lrs_hi,G_proxy_lrs_med,G_proxy_lrs_lo,G_proxy_lrs_hi,reset_success_med,reset_success_lo,reset_success_hi
task4_baseline,baseline,stripe_z,baseline,base,0.0,0.045,700.0,16,1,0.0625,0.01111905730833121,0.2832926836802987,-3.7369811240813617,-3.7369811240813617,-3.7369811240813617,11.662621425264415,11.662621425264415,11.662621425264415,3.0434782608695654,3.0434782608695654,3.0434782608695654,37.0,37.0,37.0,11.662621425264415,11.662621425264415,11.662621425264415,3.0434782608695654,3.0434782608695654,3.0434782608695654,41.0,41.0,41.0,0.125,0.125,0.125,0.7916666666666666,0.7916666666666666,0.7916666666666666,1.2054582139081649,1.2054582139081649,1.2054582139081649,1.0,1.0,1.0
task4_baseline,baseline,stripe_z,baseline,base,0.0,0.06,700.0,16,4,0.25,0.10181901984237346,0.49498768929398645,-3.7869272392158,-3.8165065326730763,-3.691873505196328,8.969204602495456,5.299693895396912,16.65063901102717,3.0434782608695654,3.0434782608695654,3.0434782608695654,52.0,48.0,58.0,8.964028459172717,5.2873951907599555,16.66597112207861,3.0434782608695654,3.0434782608695654,3.0434782608695654,55.0,52.0,62.0,0.125,0.125,0.16666666666666666,0.9166666666666667,0.75,1.0,1.078339563249195,0.6142237061899184,1.676664075521787,1.0,1.0,1.0
task4_baseline,baseline,stripe_z,baseline,base,0.0,0.075,700.0,16,8,0.5,0.2799923761135083,0.7200076238864916,-3.955021328123829,-4.206978556500827,-3.8574016663121347,10.183191844450675,8.708665229122806,13.760731657701221,3.0434782608695654,3.0434782608695654,3.0434782608695654,38.0,31.0,57.0,10.28405644414133,8.734963139401131,13.615557380339723,3.0434782608695654,3.0434782608695654,3.0434782608695654,41.0,33.5,59.5,0.125,0.125,0.14583333333333331,0.8958333333333333,0.7906250000000001,0.9583333333333334,1.165143530158904,0.9592220676577894,1.5483834633193962,1.0,1.0,1.0
task4_baseline,baseline,stripe_z,baseline,base,0.0,0.09,700.0,16,13,0.8125,0.5699064013154177,0.9340852122641324,-3.9228853390879856,-3.9450002480497153,-3.8030961450747904,6.232005053270931,5.018890646348113,8.19579373752154,3.0434782608695654,3.0434782608695654,3.0434782608695654,67.0,60.0,74.0,6.520410074696616,4.922777744728522,8.171438048164376,3.0434782608695654,3.0434782608695654,3.0434782608695654,69.0,62.0,78.0,0.125,0.125,0.20833333333333334,0.75,0.7083333333333334,0.8333333333333334,0.6807301128050411,0.5718669934867887,0.8636032976763128,1.0,1.0,1.0
task4_baseline,baseline,stripe_z,baseline,base,0.0,0.105,700.0,16,16,1.0,0.8063865817272802,1.0,-4.078565501636704,-4.095452565789655,-4.038259232009003,4.965909738241901,3.3627398029113302,6.990890041242702,3.0434782608695654,3.0434782608695654,3.0434782608695654,71.0,56.0,87.52499999999998,5.165916349459931,3.7584361682517904,7.62415199709936,3.0434782608695654,3.0434782608695654,3.0434782608695654,74.5,59.0,91.0,0.16666666666666666,0.125,0.1875,0.875,0.7916666666666667,1.0,0.5936423478741544,0.47510391373185124,0.6861476734844018,1.0,0.0,1.0
task4_baseline,baseline,stripe_z,baseline,base,0.0,0.12,700.0,16,16,1.0,0.8063865817272802,1.0,-4.1954276450273795,-4.221440144510978,-4.153379239535555,3.910631013201403,2.961887732382694,4.699488491048602,3.0434782608695654,3.0434782608695654,3.0434782608695654,75.0,66.0,89.0,4.463844756676619,3.8553449685807237,5.229039794382215,3.0434782608695654,3.0434782608695654,3.0434782608695654,78.5,70.0,91.0,0.1875,0.125,0.3333333333333333,1.0,0.9583333333333334,1.0,0.6890626973661707,0.44786595096591386,0.8611159556981907,0.5,0.0,1.0
task4_baseline,baseline,stripe_z,baseline,base,0.5,0.045,700.0,16,3,0.1875,0.06591478773586765,0.4300935986845823,-3.594620704171038,-3.6378057963191877,-3.51171404665638,13.258359875667482,11.970672748813199,15.245273088020198,3.0434782608695654,3.0434782608695654,3.0434782608695654,44.0,42.0,77.0,13.419424484183324,12.744861563924573,15.23245643628777,3.0434782608695654,3.0434782608695654,3.0434782608695654,48.0,45.0,79.0,0.125,0.125,0.125,1.0,0.6666666666666666,1.0,1.4805392489578686,1.4448046067852127,1.5589015657492626,1.0,1.0,1.0
task4_baseline,baseline,stripe_z,baseline,base,0.5,0.06,700.0,16,4,0.25,0.10181901984237346,0.49498768929398645,-3.502353001921229,-3.653810133727652,-3.460180326052388,7.797889663898723,4.185261266168636,9.50036487565155,3.0434782608695654,3.0434782608695654,3.0434782608695654,63.0,51.0,82.0,8.515096064584885,5.28023933210611,10.666355085696457,3.0434782608695654,3.0434782608695654,3.0434782608695654,66.5,53.0,83.0,0.14583333333333331,0.125,0.16666666666666666,1.0,1.0,1.0,0.9891777850258978,0.7082845664737784,1.4307712610281504,1.0,1.0,1.0
task4_baseline,baseline,stripe_z,baseline,base,0.5,0.075,700.0,16,10,0.625,0.3864064709793481,0.815190174452472,-3.7191001522014493,-3.800357467702464,-3.6233177711772995,5.193096171541906,3.771930517177239,7.652226825277861,3.0434782608695654,3.0434782608695654,3.0434782608695654,83.5,71.0,98.0,5.4826832038903,3.822168066914383,8.262776879229225,3.0434782608695654,3.0434782608695654,3.0434782608695654,88.5,73.5,102.0,0.14583333333333331,0.125,0.16666666666666666,1.0,1.0,1.0,0.7016457046072884,0.5127007474459626,0.9609418642091747,1.0,1.0,1.0
task4_baseline,baseline,stripe_z,baseline,base,0.5,0.09,700.0,16,13,0.8125,0.5699064013154177,0.9340852122641324,-3.9106204272470677,-3.9250442715744325,-3.80639774707179,4.567191539457724,3.3484124245492732,6.184249521530003,3.0434782608695654,3.0434782608695654,3.0434782608695654,75.0,70.0,82.0,4.708163506554306,3.6172987585227108,6.925057189840907,3.0434782608695654,3.0434782608695654,3.0434782608695654,76.0,72.0,84.0,0.16666666666666666,0.125,0.20833333333333334,1.0,1.0,1.0,0.7734840046482073,0.5285805020752989,0.804646074775537,1.0,1.0,1.0
task4_baseline,baseline,stripe_z,baseline,base,0.5,0.105,700.0,16,13,0.8125,0.5699064013154177,0.9340852122641324,-3.9802991641666803,-4.047492474313786,-3.9122605743177705,3.84143414066795,3.293497314547708,4.25450856614899,3.0434782608695654,3.0434782608695654,3.0434782608695654,77.0,72.0,94.0,4.464720460074228,3.7899060171031103,4.876282869931407,3.0434782608695654,3.0434782608695654,3.0434782608695654,81.0,74.0,100.0,0.20833333333333334,0.16666666666666666,0.2916666666666667,1.0,1.0,1.0,0.6540983620822497,0.5717796334693034,0.6907689401399334,1.0,0.0,1.0
task4_baseline,baseline,stripe_z,baseline,base,0.5,0.12,700.0,16,16,1.0,0.8063865817272802,1.0,-4.188674386530087,-4.234891137408645,-4.109275291142073,4.039864875095224,3.7646709616125493,6.261384665840374,3.0434782608695654,3.0434782608695654,3.0434782608695654,73.0,66.5,85.0,4.463917664660048,3.998434137619523,7.340096976870527,3.0434782608695654,3.0434782608695654,3.0434782608695654,76.5,71.0,87.0,0.16666666666666666,0.14583333333333331,0.33437499999999903,1.0,1.0,1.0,0.8310112101123743,0.49189703209889185,1.040192659681902,1.0,0.0,1.0
task4_baseline,baseline,stripe_z,baseline,base,0.9,0.045,700.0,16,3,0.1875,0.06591478773586765,0.4300935986845823,-3.3492369796333112,-3.453899027170531,-3.1978412435767956,6.0941184188444355,4.7520504731895405,9.002832087611692,3.0434782608695654,3.0434782608695654,3.0434782608695654,68.0,51.0,72.0,7.279052607575569,5.42354788838407,9.370400933004598,3.0434782608695654,3.0434782608695654,3.0434782608695654,72.0,53.0,74.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,0.9764028287786107,0.7275077933525556,1.2569336246111802,1.0,1.0,1.0
task4_baseline,baseline,stripe_z,baseline,base,0.9,0.06,700.0,16,2,0.125,0.034976749337057134,0.3602333143674828,-3.3126121302801996,-3.426873168859302,-3.1983510917010967,3.0858484886495905,1.4877927234036457,4.683904253895536,3.0434782608695654,3.0434782608695654,3.0434782608695654,81.5,81.0,82.0,3.9880725839869284,2.842335912152169,5.133809255821688,3.0434782608695654,3.0434782608695654,3.0434782608695654,84.5,83.0,86.0,0.29166666666666663,0.25,0.3333333333333333,1.0,1.0,1.0,0.7204214612395523,0.4669551855678563,0.9738877369112484,1.0,1.0,1.0
task4_baseline,baseline,stripe_z,baseline,base,0.9,0.075,700.0,16,5,0.3125,0.14164435051961052,0.5559606813326594,-3.567490429136581,-3.700802464909745,-3.2897550379557465,5.878571007082837,1.7005788023194481,9.460601833498064,3.0434782608695654,3.0434782608695654,6.086956521739131,74.0,55.0,84.0,6.108611461953202,3.8544823555488597,10.63844324775927,3.0434782608695654,3.0434782608695654,6.086956521739131,77.0,59.0,90.0,0.20833333333333334,0.125,0.4583333333333333,1.0,1.0,1.0,0.6794117051582537,0.34501085999155245,1.5954649154920746,1.0,1.0,1.0
