m_left,m_right,diff,lo,hi,significant
0.0,0.25,-0.07777777777777772,-0.18888888888888888,0.01680555555555548,False
0.25,0.5,0.05555555555555558,-0.04999999999999993,0.14999999999999997,False
0.5,0.75,0.011111111111111072,-0.10013888888888897,0.11111111111111105,False
0.75,0.9,-0.07222222222222219,-0.1779166666666667,0.02777777777777779,False
